Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR021590	Non-structural protein NSP1, betacoronavirus	interpro	family		PF11501	
IPR021591	Protein of unknown function DUF3215	interpro	family		PF11503	
IPR021593	Protein of unknown function DUF3218	interpro	family		PF11508	
IPR021595	Thermoplasma acidophilum protein TA0956	interpro	family		PF11513	
IPR021596	Protein of unknown function DUF3219	interpro	family		PF11514	
IPR021597	Protein of unknown function DUF3220	interpro	family		PF11516	
IPR021598	Protein of unknown function DUF3221	interpro	family		PF11518	
IPR021599	Protein of unknown function DUF3222	interpro	family		PF11519	
IPR021601	Phosphatidylinositol 4-kinase, Pik1, fungi	interpro	family		PF11522	GO:0016773
IPR021603	Selenium-binding protein, archaea	interpro	family		PF11524,TIGR03884	
IPR021604	Copper resistance protein K	interpro	family		PF11525	GO:0046872
IPR021605	Subunit of cleavage factor IA Pcf11	interpro	family		PF11526	GO:0006369,GO:0006378,GO:0006379,GO:0005849
IPR021607	Protein of unknown function DUF3224	interpro	family		PF11528	
IPR021608	Melampsora lini avirulence protein AvrL567	interpro	family		PF11529	
IPR021610	Protein of unknown function DUF3228	interpro	family		PF11539,PTHR38666	
IPR021611	Spindle pole body component Spc42	interpro	family		PF11544	
IPR021612	Staphylococcal complement inhibitor SCIN	interpro	family		PF11546	
IPR021614	Protein transport protein SEC31	interpro	family		PF11549	
IPR021615	Outer membrane protein Omp28	interpro	family		PF11551	
IPR021617	Protein of unknown function DUF3231	interpro	family		PF11553	
IPR021618	Protein of unknown function DUF3232	interpro	family		PF11554	
IPR021622	Afadin/alpha-actinin-binding	interpro	family		PF11559	
IPR021624	Single-strand annealing weakened protein 1	interpro	family		PF11561	GO:0070336,GO:0000736
IPR021626	Plasmodium falciparum UIS3 membrane protein	interpro	family		PF11567	
IPR021627	Mediator complex, subunit Med27	interpro	family		PTHR13130,PF11571	GO:0016592
IPR021628	Protein of unknown function DUF3234	interpro	family		PF11572	
IPR021629	Mediator complex, subunit Med23	interpro	family		PF11573,PTHR12691	
IPR021631	Protein of unknown function DUF3238	interpro	family		PF11579	
IPR021632	Protein of unknown function DUF3239	interpro	family		PF11580	
IPR021633	Antagonist of EGFR signalling, Argos	interpro	family		PF11581	
IPR021634	Protein of unknown function DUF3240	interpro	family		PF11582	
IPR021635	Proteinaceous host-selective toxin ToxA	interpro	family		PF11584	
IPR021636	Protein of unknown function DUF3242	interpro	family		PF11586	
IPR021637	Protein of unknown function DUF3243	interpro	family		PF11588	
IPR021638	Protein of unknown function DUF3244	interpro	family		PF11589	
IPR021640	Mediator complex, subunit Med28	interpro	family		PTHR13512	
IPR021641	Protein of unknown function DUF3245	interpro	family		PF11595	
IPR021642	Protein of unknown function DUF3246	interpro	family		PF11596	
IPR021647	Copper binding periplasmic protein CusF	interpro	family		PF11604	
IPR021649	Protein of unknown function DUF3247	interpro	family		PF11607	
IPR021650	Protein of unknown function DUF3248	interpro	family		PF11609	
IPR021653	CCR4-associated factor 4	interpro	family		PF11615	GO:0000266,GO:0005739
IPR021654	Histone-lysine N-methyltransferase EZH1/EZH2	interpro	family		PF11616	GO:0018024
IPR021659	NADH dehydrogenase-like complex, subunit S	interpro	family		PTHR35494,PF11623	GO:0009767
IPR021660	Protein of unknown function DUF3253	interpro	family		PF11625	
IPR021662	Nuclear factor hnRNPA1	interpro	family		PF11627	
IPR021663	T-cell surface glycoprotein CD3 zeta subunit/High affinity IgE receptor gamma subunit	interpro	family		PF11628	
IPR021664	Protein of unknown function DUF3255	interpro	family		PF11631	
IPR021665	Mediator complex, subunit Med16	interpro	family		PTHR13224,PF11635	GO:0016592
IPR021666	Troponin I residues 1-32	interpro	family		PF11636	
IPR021667	REDY-like protein HapK	interpro	family		PF11639	
IPR021669	Glycosylphosphatidylinositol-anchored merozoite surface protein	interpro	family		PF11641	
IPR021670	Protein of unknown function DUF3256	interpro	family		PF11644	
IPR021672	Protein of unknown function DUF3258	interpro	family		PF11646	
IPR021674	Bacteriophage T4, Gp14, neck protein	interpro	family		PF11649	
IPR021675	Protein of unknown function DUF3261	interpro	family		PF11659	
IPR021676	Protein of unknown function DUF3262	interpro	family		PF11660,TIGR03758	
IPR021677	Protein of unknown function DUF2986	interpro	family		PF11661	
IPR021678	Protein of unknown function DUF3263	interpro	family		PF11662	
IPR021679	Toxin endonuclease, YhaV	interpro	family		PF11663	GO:0004540,GO:0110001
IPR021681	Protein of unknown function DUF3265	interpro	family		PF11665	
IPR021682	Protein of unknown function DUF2933	interpro	family		PF11666	
IPR021683	Putative zincin peptidase	interpro	family		PF11667	
IPR021684	WW domain-binding protein 1-like	interpro	family		PF11669	
IPR021685	Major surface protein 1a (MSP1a)	interpro	family		PF11670	
IPR021686	Protein of unkown function DUF3268	interpro	family		PF11672	
IPR021687	Protein of unknown function DUF3269	interpro	family		PF11673	
IPR021688	Protein of unknown function DUF3270	interpro	family		PF11674	
IPR021689	Protein of unknown function DUF3271	interpro	family		PF11675	
IPR021690	Protein of unknown function DUF3272	interpro	family		PF11676	
IPR021691	Protein of unknown function DUF3273	interpro	family		PF11677	
IPR021692	Protein of unknown function DUF3274	interpro	family		PF11678	
IPR021693	Protein of unknown function DUF3275	interpro	family		PF11679	
IPR021694	Protein of unknown function DUF3276	interpro	family		PF11680	
IPR021695	Bacteriophage rv5, Orf52	interpro	family		PF11681	
IPR021696	Protein of unknown function DUF3279	interpro	family		PF11682	
IPR021697	Protein of unknown function DUF3278	interpro	family		PF11683	
IPR021698	Protein of unknown function DUF2380	interpro	family		PF11684	
IPR021699	Protein of unknown function DUF3281	interpro	family		PF11685	
IPR021700	Protein of unknown function DUF3283	interpro	family		PF11686	
IPR021701	Protein of unknown function DUF3284	interpro	family		PF11687	
IPR021702	Protein of unknown function DUF3285	interpro	family		PF11688	
IPR021704	Protein of unknown function DUF3287	interpro	family		PF11690	
IPR021705	Protein of unknown function DUF3288	interpro	family		PF11691	
IPR021706	Protein of unknown function DUF2990	interpro	family		PF11693	
IPR021707	Protein of unknown function DUF3290	interpro	family		PF11694	
IPR021709	Protein of unknown function DUF3292	interpro	family		PF11696,PTHR38694	
IPR021710	Protein of unknown function DUF3293	interpro	family		PF11697	
IPR021711	Protein of unknown function DUF3295	interpro	family		PF11702	
IPR021713	Folliculin	interpro	family		PTHR31441	
IPR021717	Nucleoporin Nup120/160	interpro	family		PTHR21286	
IPR021719	Proteinase inhibitor I78	interpro	family		PF11720	
IPR021724	Protein of unknown function DUF3297	interpro	family		PF11730	
IPR021725	Pathogenicity locus	interpro	family		PF11731	
IPR021727	Protein of unknown function DUF3299	interpro	family		PF11736	
IPR021728	Protein of unknown function DUF3300	interpro	family		PF11737,PTHR40269	
IPR021732	Protein of unknown function DUF3301	interpro	family		PF11743	
IPR021733	Protein of unknown function DUF3304	interpro	family		PF11745	
IPR021734	Protein of unknown function DUF3303	interpro	family		PF11746	
IPR021735	Protein of unknown function DUF3306	interpro	family		PF11748	
IPR021736	Protein of unknown function DUF3305	interpro	family		PF11749	
IPR021737	Bacteriophage phiKZ, Orf197	interpro	family		PF11750	
IPR021738	Protein of unknown function DUF3309	interpro	family		PF11752	
IPR021739	SaV-like	interpro	family		PF11753	
IPR021740	Velvet factor	interpro	family		PTHR33572	
IPR021741	Protein of unknown function DUF3311	interpro	family		PTHR40034,PF11755	
IPR021743	Keratin-associated protein, type6/8/16/19/20/21	interpro	family		PF11759	
IPR021747	Protein of unknown function DUF3313	interpro	family		PF11769	
IPR021748	Protein of unknown function DUF3314	interpro	family		PF11771,PTHR36292	
IPR021749	Type II secretory pathway pseudopilin	interpro	family		PF11773	
IPR021750	Septation initiation Sid4-like	interpro	family		PF11778	
IPR021751	Protein of unknown function DUF3318	interpro	family		PF11780	
IPR021753	Protein of unknown function DUF3319	interpro	family		PF11782	
IPR021754	Protein of unknown function DUF3320	interpro	family		PF11784	
IPR021762	Protein of unknown function DUF3325	interpro	family		PF11804	
IPR021763	Protein of unknown function DUF3326	interpro	family		PF11805,PTHR36891	
IPR021765	Mycotoxin biosynthesis protein UstYa-like	interpro	family		PF11807,PTHR33365	GO:0043386
IPR021766	Phosphate regulon sensor protein PhoR	interpro	family		PF11808	GO:0000155,GO:0004721,GO:0000160
IPR021767	Transposon Tn21 modulator protein	interpro	family		PF11809	
IPR021768	Protein of unknown function DUF3332	interpro	family		PF11810	
IPR021769	Protein of unknown function DUF3331	interpro	family		PF11811	
IPR021770	Protein of unknown function DUF3335	interpro	family		PF11814	
IPR021771	Triacylglycerol lipase	interpro	family		PF11815	GO:0004806,GO:0006629
IPR021772	WDR48/Bun107	interpro	family		PF11816	
IPR021775	Protein of unknown function DUF3339	interpro	family		PF11820,PTHR33128	
IPR021776	Protein of unknown function DUF3341	interpro	family		PF11821	
IPR021779	Protein of unknown function DUF3344	interpro	family		PF11824	
IPR021781	Protein of unknown function DUF3346	interpro	family		PF11826	
IPR021782	Protein of unknown function DUF3347	interpro	family		PF11827	
IPR021783	Protein of unknown function DUF3348	interpro	family		PF11828	
IPR021784	Protein of unknown function DUF3349	interpro	family		PF11829	
IPR021787	Protein of unknown function DUF3352	interpro	family		PF11832	
IPR021788	Protein CHAPERONE-LIKE PROTEIN OF POR1-like	interpro	family		PF11833,PTHR33372	
IPR021791	Phage tail tube protein, GTA-gp10	interpro	family		PF11836	
IPR021793	Major outer membrane lipoprotein Oprl	interpro	family		PF11839	
IPR021794	Protein of unknown function DUF3360	interpro	family		PF11840	
IPR021795	Protein of unknown function DUF3363	interpro	family		PF11843	
IPR021796	Protein of unknown function DUF3365	interpro	family		PF11845	
IPR021798	Alpha-(1->3)-arabinofuranosyltransferase	interpro	family		PF11847	GO:0016740
IPR021799	Protein of unknown function DUF3368	interpro	family		PF11848	
IPR021801	Protein of unknown function DUF3370	interpro	family		PF11850	
IPR021803	Protein of unknown function DUF3373	interpro	family		PF11853	
IPR021804	Protein of unknown function DUF3375	interpro	family		PF11855	
IPR021806	Protein of unknown function DUF3379	interpro	family		PF11859	
IPR021808	Protein of unknown function DUF3383	interpro	family		PF11863	
IPR021809	Protein of unknown function DUF3386	interpro	family		PF11866	
IPR021810	Protein of unknown function DUF3387	interpro	family		PF11867	
IPR021811	Protein of unknown function DUF3389	interpro	family		PF11869	
IPR021813	Protein of unknown function DUF3392	interpro	family		PF11872	
IPR021814	Protein of unknown function DUF3394	interpro	family		PF11874	
IPR021815	Protein of unknown function DUF3396	interpro	family		PF11876	
IPR021817	Protein of unknown function DUF3400	interpro	family		PF11880	
IPR021821	Protein of unknown function DUF3404	interpro	family		PF11884	
IPR021822	Protein of unknown function DUF3405	interpro	family		PF11885,PTHR36205	
IPR021823	Protein of unknown function DUF3408	interpro	family		PF11888	
IPR021825	Protein RETICULATA-related	interpro	family		PF11891	
IPR021827	Nucleoporin Nup186/Nup192/Nup205	interpro	family		PTHR31344:SF0,PF11894	GO:0005643
IPR021829	Protein of unknown function DUF3419	interpro	family		PF11899	
IPR021830	Protein of unknown function DUF3422	interpro	family		PF11902	
IPR021831	ParD-like antitoxin of type II bacterial toxin-antitoxin system	interpro	family		PF11903	
IPR021832	Ankyrin repeat domain-containing protein 13	interpro	family		PTHR12447,PF11904	
IPR021833	Protein of unknown function DUF3425	interpro	family		PF11905	
IPR021834	Protein of unknown function DUF3426	interpro	family		PF11906	
IPR021835	Protein of unknown function DUF3427	interpro	family		PF11907	
IPR021836	Protein of unknown function DUF3429	interpro	family		PF11911,PTHR15887	
IPR021837	Counting factor-associated protein A/B/C	interpro	family		PF11912,PTHR33714	
IPR021838	Protein of unknown function DUF3431	interpro	family		PF11913	
IPR021840	Protein of unknown function DUF3433	interpro	family		PF11915	
IPR021842	Protein of unknown function DUF3435	interpro	family		PF11917	
IPR021844	Integrating conjugative element protein, PFL4704	interpro	family		PF11920,TIGR03749	
IPR021845	Protein of unknown function DUF3440	interpro	family		PF11922	
IPR021847	Protein of unknown function DUF3443	interpro	family		PF11925	
IPR021848	Protein of unknown function DUF3445	interpro	family		PF11927	
IPR021850	Symplekin/Pta1	interpro	family		PTHR15245:SF20	
IPR021851	Protein of unknown function DUF3455	interpro	family		PF11937	
IPR021853	Protein of unknown function DUF3460	interpro	family		PF11943	
IPR021855	PAM68-like	interpro	family		PF11947,PTHR34575	
IPR021856	Protein of unknown function DUF3465	interpro	family		PF11948	
IPR021857	Protein of unknown function DUF3467	interpro	family		PF11950	
IPR021858	Fungal transcription factor	interpro	family		PF11951	
IPR021861	THO complex, subunit THOC1	interpro	family		PTHR13265,PF11957	
IPR021862	Protein of unknown function DUF3472	interpro	family		PF11958	
IPR021866	SpoIIAA-like	interpro	family		PF11964	
IPR021867	S-adenosylmethionine-dependent methyltransferase Bmt2-like	interpro	family		PTHR21008,PF11968,MF_03044	
IPR021871	Protein of unknown function DUF3482	interpro	family		PF11981	
IPR021872	Protein of unknown function DUF3483	interpro	family		PF11982	
IPR021874	Bacteriophage Mu, Gp27	interpro	family		PF11985	
IPR021877	Protein of unknown function DUF3487	interpro	family		PF11990,TIGR03750	
IPR021879	Ribosomal S4P (gammaproteobacterial)	interpro	family		PF11993	
IPR021880	Protein of unknown function DUF3489	interpro	family		PF11994	
IPR021882	Protein of unknown function DUF3491	interpro	family		PF11996	
IPR021883	Protein LOW PSII ACCUMULATION 1-like	interpro	family		PF11998	
IPR021884	Ice-binding protein-like	interpro	family		PF11999	
IPR021888	Protein of unknown function DUF3499	interpro	family		PF12005	
IPR021889	Protein of unknown function DUF3500	interpro	family		PF12006,PTHR37489	
IPR021890	Protein of unknown function DUF3501	interpro	family		PF12007	
IPR021892	RNA helicase NPH-II	interpro	family		PF12011	GO:0017111
IPR021896	Transposase protein	interpro	family		PF12017	GO:0004803,GO:0006313
IPR021897	Cilia- and flagella-associated protein 206	interpro	family		PTHR21442,PF12018	
IPR021898	Protein of unknown function DUF3509	interpro	family		PF12021	
IPR021899	Protein of unknown function DUF3511	interpro	family		PF12023	
IPR021900	Protein of unknown function DUF3512	interpro	family		PF12024	
IPR021902	Protein of unknown function DUF3514	interpro	family		PF12027	
IPR021903	Protein of unknown function DUF3515	interpro	family		PF12028	
IPR021904	Protein of unknown function DUF3516	interpro	family		PF12029	
IPR021905	Protein of unknown function DUF3517	interpro	family		PF12030	
